avg_dollar_vol,avg_volume_30d,catalyst,close,date,flagged,ma_100,ma_200,ma_50,open,reason,ticker,volume
920881487.0361328,5112600.0,none,179.8300018310547,2026-05-04,True,227.1888917541504,238.09127128601074,194.2148532104492,179.97999572753906,Gap Up Normal Volume (short candidate),ACN,6087200
169296818.76678467,4586746.666666667,none,37.75,2026-05-04,True,42.50727649688721,42.31449951171875,41.46289619445801,38.02000045776367,Gap Up Normal Volume (short candidate),AMCR,5775700
18427989.537734985,816120.0,none,22.540000915527344,2026-05-04,True,27.601650047302247,30.03857503890991,23.932700080871584,22.700000762939453,Gap Up Normal Volume (short candidate),APPN,631900
199973227.50610352,1109360.0,none,184.97000122070312,2026-05-04,True,244.4233006286621,270.63450057983397,205.9460006713867,185.72999572753906,Gap Up Normal Volume (short candidate),AVAV,1287900
416057249.99999994,1056653.3333333333,none,402.30999755859375,2026-05-04,True,499.1919006347656,599.2184500122071,453.0428009033203,403.0,Gap Up Normal Volume (short candidate),AXON,855500
60965744.05323664,2284216.6666666665,none,27.729999542236328,2026-05-04,True,30.943000144958496,30.133950061798096,28.901200065612795,27.8700008392334,Gap Up Normal Volume (short candidate),AXTA,2817800
8346303.9202690115,604366.6666666666,none,13.5600004196167,2026-05-04,True,16.425020809173585,14.73058274269104,14.914550609588623,13.619999885559082,Gap Up Normal Volume (short candidate),BBAR,731500
72397513.82497153,1822696.6666666667,none,39.06999969482422,2026-05-04,True,44.82579998016357,46.5186499786377,39.793800048828125,39.209999084472656,Gap Up Normal Volume (short candidate),BILL,1693600
1237107802.4804688,7471360.0,none,169.6300048828125,2026-05-04,True,187.22295440673827,199.4877912902832,173.77550659179687,170.0,Gap Up Normal Volume (short candidate),BKNG,5568200
85108070.8344523,709056.6666666666,none,121.9800033569336,2026-05-04,True,156.00607566833497,169.1947667312622,144.266905670166,122.01000213623047,Gap Up Normal Volume (short candidate),BMI,617100
1025416687.4773661,18037233.333333332,none,56.5,2026-05-04,True,78.06390022277832,89.75730014801026,66.58660018920898,56.650001525878906,Gap Up Normal Volume (short candidate),BSX,13975300
74204028.63016765,2208453.3333333335,none,33.560001373291016,2026-05-04,True,36.51289888381958,43.718062524795535,35.530071334838865,33.56999969482422,Gap Up Normal Volume (short candidate),BSY,1967400
91406662.3777771,3446706.6666666665,none,26.530000686645508,2026-05-04,True,32.50742961883545,28.05691648006439,31.853400115966796,26.65999984741211,Gap Up Normal Volume (short candidate),BTU,3289300
209367593.4332657,15116793.333333334,none,14.0600004196167,2026-05-04,True,16.438838167190553,16.893611936569215,15.65144386291504,14.079999923706055,Gap Up Normal Volume (short candidate),CAG,12769000
23646439.851921402,3820103.3333333335,none,6.179999828338623,2026-05-04,True,7.4432999753952025,9.140075008869172,6.2769999694824214,6.21999979019165,Gap Up Normal Volume (short candidate),CERT,1915100
472209927.2743734,2855993.3333333335,none,171.74000549316406,2026-05-04,True,213.85710037231445,234.8950503540039,216.87240112304687,171.85000610351562,Gap Up Normal Volume (short candidate),CHTR,2910000
202349589.99990463,8238990.0,none,25.540000915527344,2026-05-04,True,28.339300022125244,32.60850010871887,25.917799987792968,25.600000381469727,Gap Up Normal Volume (short candidate),CHWY,7370600
495384903.70903015,15490460.0,none,32.97999954223633,2026-05-04,True,36.244300079345706,37.84465005874634,34.27040016174316,33.0,Gap Up Normal Volume (short candidate),CMG,16842200
184641338.1576538,18066666.666666668,none,10.479999542236328,2026-05-04,True,10.85669997215271,10.962499995231628,10.988999938964843,10.600000381469727,Gap Up Normal Volume (short candidate),CNH,16164000
45382999.14182663,1930370.0,none,24.530000686645508,2026-05-04,True,33.77922874450684,39.5899876499176,28.882090187072755,24.639999389648438,Gap Up Normal Volume (short candidate),CNXC,1624300
253026422.22529092,7600673.333333333,none,33.27000045776367,2026-05-04,True,36.82690017700195,40.7703000831604,34.24320030212402,33.279998779296875,Gap Up Normal Volume (short candidate),CPRT,5326500
96204054.39783731,563156.6666666666,none,172.24000549316406,2026-05-04,True,188.90457138061524,187.50716300964356,183.33689880371094,173.72999572753906,Gap Up Normal Volume (short candidate),CR,510000
36049229.895312,2028656.6666666667,none,17.360000610351562,2026-05-04,True,20.635500049591066,20.076600008010864,19.243200035095214,17.420000076293945,Gap Up Normal Volume (short candidate),CRK,1808500
2452883913.098755,13224520.0,none,183.82000732421875,2026-05-04,True,209.24801864624024,227.37343193054198,186.33823944091796,184.24000549316406,Gap Up Normal Volume (short candidate),CRM,8444700
88228403.01513672,1646666.6666666667,none,51.630001068115234,2026-05-04,True,53.29145015716553,56.44962503433228,52.47150024414063,51.77000045776367,Gap Up Normal Volume (short candidate),CRSP,1711800
221431751.28498077,6258670.0,none,34.720001220703125,2026-05-04,True,51.08449996948242,66.14195007324219,41.38640014648438,35.77000045776367,Gap Up Normal Volume (short candidate),CSGP,6712500
298460526.7126465,5755120.0,none,52.43000030517578,2026-05-04,True,70.31352256774902,70.48720211029053,60.4118000793457,52.56999969482422,Gap Up Normal Volume (short candidate),CTSH,6002000
344579849.3042246,3009956.6666666665,none,114.43000030517578,2026-05-04,True,135.4209091949463,120.29295726776122,128.87498916625975,114.44000244140625,Gap Up Normal Volume (short candidate),DG,3379400
